text_norm,group_key,split
i work on my laptop on the couch and sometimes my back hurts because of it. i tried the furinno laptop table and my pains disappeared! pleased!,and back because couch disappeared furinno hurts laptop pains pleased sometimes table the tried work,train
i was originally planning on buying the crib bedding set but i am glad i found this! it looks just like the jacana set but much cheaper and comes with more. the quality cannot compete with the other crib bedding set which i got before.,and bedding before but buying cannot cheaper comes compete crib found glad got jacana just like looks more much originally other planning quality set the this was which with,test
"i am a fan of fringe, so i purchase this dress for my coming 20s party! beads are so shiny. good quality.",20s are beads coming dress fan for fringe good party purchase quality shiny this,train
"great set of sticks. i always buy 5a size sticks because of the weight and length and these sticks are great. they have actually lasted longer, by that i mean not breaking, than i originally thought. i would definitely buy again!",actually again always and are because breaking buy definitely great have lasted length longer mean not originally set size sticks than that the these they thought weight would,train
"the only reason i gave just a four star and not a five is the fact that i was disappointed with the way it folds it is a little heavy, and does not fold to a point i should beable to store it in a compact closet or beneath my bad. other then that it is a good quality and multi featured machine.",and bad beable beneath closet compact disappointed does fact featured five fold folds four gave good heavy just little machine multi not only other point quality reason should star store that the then was way with,train
"it's a large bottle and will last a long time, but it's worth it. the smaller bottle cost twice as much. huge savings! it works great and smells good.",and bottle but cost good great huge it's large last long much savings smaller smells the time twice will works worth,val
great price for a great product. they are well made and very rugged.. i have a feeling they will last. very good durability,and are durability feeling for good great have last made price product rugged they very well will,train
i am a fifth grade science teacher.i bought this for my class....the best purchase i have ever made. it is so much more that just a microscope the kit is filled with experiments that kept my students interested and amazed for days. they couldn't wait to work with the the whodunnit. the finger print one wast their favorite. the book that comes with it gives easy directions and keeps them engaged! it is well worth the bang for you buck!,amazed and bang best book bought buck class comes couldn't days directions easy engaged ever experiments favorite fifth filled finger for gives grade have interested just keeps kept kit made microscope more much one print purchase science students teacher that,val
"this calculator is perfect for anyone who wants a regular, reliable and inexpensive calculator just to do basic functions. again, statisticians and other people will not be satisfied with this; but i was pleased overall. it's a great calculator for most people; and so i'll give this a four star review.",again and anyone basic but calculator for four functions give great i'll inexpensive it's just most not other overall people perfect pleased regular reliable review satisfied star statisticians this wants was who will with,test
it feels pretty sturdy for the price. there is no problem to mount it outdoor in rainy or sunny days. configuration is easy. image the image quality is good enough so that i am able to watch my property around way from my house. ir leds are always on in the dark. in summary it is very good for the price.,able always are around configuration dark days easy enough feels for from good house image leds mount outdoor pretty price problem property quality rainy sturdy summary sunny that the there very watch way,train
"pb2 powdered peanut butter is so sweet,i was introduced to it by my friend and from then i cant hesitate buying it time to time,its yummy!",and butter buying cant friend from hesitate introduced its pb2 peanut powdered sweet then time was yummy,train
"you really get what you paid for with these olives, and i mean that in the most literal way i can. there is so much packed into the container and they are all in great condition as well. this is super, super worth it as far as i'm concerned.",all and are can concerned condition container far for get great i'm into literal mean most much olives packed paid really super that the there these they this way well what with worth you,train
this milk tea is awful. it taste chemical like and bitter. it also has a lot of sugar. it cannot be good for you.,also and awful bitter cannot chemical for good has like lot milk sugar taste tea this you,train
i so love this bracelet. my sister gave this to me last week and my friends keep on asking me where did i buy this. this product is awesome. its looking good!,and asking awesome bracelet buy did friends gave good its keep last looking love product sister this week where,train
"i was sent this and and neither one managed to last longer than three days. when i first pulled it from its packaging, i was surprised at how small it was, but i decided to follow the directions and get it set up. then the first evening rolled around and it illuminated my entire front porch, much stronger than another outdoor light i'd been using, and the motion detection worked very well. i was amazed beyond words and i was so thrilled that first night that the next morning, i moved my previous outdoor light and put this one up instead. day three rolls around and i noticed one evening when i went out that the light didn't work. (the other light died on the second day.) i thought that was odd. then on the fourth day, i noticed that the light would come on around dusk--not unusual--and the motion detection would work as expected, but a few hours later, dead. for some strange reason, it seems the battery doesn't seem to be holding a charge, which is odd considering i live in florida, we have no shortage of sunlight here, and this is placed in location that receives direct sunlight for nearly 10+ hours a day. i even tried cleaning off the solar panel, but still no joy. so, yeah, it still works, but only for a few hours each night and by the time it's fully dark out, it's useless. i've since moved my previous outdoor light back and although it's not as bright as this one, it's still going strong all night through.",all although amazed and another around back battery been beyond bright but charge cleaning come considering dark day days dead decided detection didn't died direct directions doesn't dusk each entire even evening expected few first florida follow for fourth from,train
"i saw this dvd at a friend's house and had to snap it up. i loved the look of fire, and the ability to play either fireplace sounds or music. the picture fit on my widescreen hd television, and the colors were bright and well defined.",ability and bright colors defined dvd either fire fireplace fit friend's had house look loved music picture play saw snap sounds television the this well were widescreen,train
"i have been using this whenever i'm on a travel or when i need to have an overnight with friends. i'm happy to have it because i can simply organize my personal things like toothbrush, powder, sanitizer, paste, and ect inside. my friends asked me about this and planning their planning to buy for them.",about and asked because been buy can ect for friends happy have i'm inside like need organize overnight paste personal planning powder sanitizer simply their them things this toothbrush travel using when whenever with,train
"i bought this for my 10 year old son and he absolutely loved it. the controller is easy to use and the helicopter flies pretty high. my son uses this in the backyard and takes it to go camping and the beach. the toy is extremely durable and portable. it has a light that flashes and the battery life is pretty long. my son couldn't be any happier with this toy. in fact, my husband plays with it as well. shipping was fast and i plan on buying one more for my nephew for his upcoming birthday",absolutely and any backyard battery beach birthday bought buying camping controller couldn't durable easy extremely fact fast flashes flies for happier has helicopter high his husband life light long loved more nephew old one plan plays portable pretty shipping son,train
"i am already a huge fan of my konjac face sponges, so i was very excited to try this baby sponge! it's super soft, ideal for my son's sensitive skin! and i love that it's 100% natural! plus your baby gets fascinating by the fact that it gets super soft when it touches the water: fun bath time!",100 already and baby bath excited face fact fan fascinating for fun gets huge ideal it's konjac love natural plus sensitive skin soft son's sponge sponges super that the this time touches try very was water when your,train
"what do the negative reviewers honestly expect from this product? from the moment i opened it, i knew that it was exactly what i had in mind. the content could be more substantial though. that's my only quip.",content could exactly expect from had honestly knew mind moment more negative only opened product quip reviewers substantial that that's the this though was what,train
"it's not easily cleaned and can easily become gross from the type of toy it is. also, the noise that it did make was sub-standard. i was very disappointed in this product as m&d items are usually fantastic.",also and are become can cleaned did disappointed easily fantastic from gross it's items make noise not product standard sub that the this toy type usually very was,train
the product was exactly as described in my order. the dvds are excellent if you like this tv show. it was a big hit with the recipient of this as a gift. i would very much recommend the purchase of this product and the arrival was very quick as well.,and are arrival big described dvds exactly excellent gift hit like much order product purchase quick recipient recommend show the this very was well with would you,train
my hair started growning in the front of my forhead where it was thining. when i went back to the barber he said my hair looked great. my nails started growing too and are stronger. i would recommed this. i used it a month before i could see a real difference. i hope it works for you too. i have been using this product for four months.,and are back barber been before could difference for forhead four front great growing growning hair have hope looked month months nails product real recommed said see started stronger the thining this too used using was went when where works,train
"this conditioner smells fantastic ! it left my hair silky, smooth and hydrated. it's not greasy or weighed down.",and conditioner down fantastic greasy hair hydrated it's left not silky smells smooth this weighed,train
i got bit a lot with this and the ants died quite fast too. good thing i wasn't that invested in them.,and ants bit died fast good got invested lot quite that the them thing this too wasn't with,train
i love pets. this the best cat litter i have ever seen. the best thing about this is that it has got the superior odor control. no more bad smell. and plus it has got 99.9% dust free. and yes it has got the store brands innovation awards of 2012. this product is the best,2012 about and awards bad best brands cat control dust ever free got has have innovation litter love more odor pets plus product seen smell store superior that the thing this yes,val
i love these little lights! the glow and flicker just like a candle without all the hassle and risk of a naked flame. they are so much safer to use and have such a nice light - i am buying more!,all and are buying candle flame flicker glow hassle have just light lights like little love more much naked nice risk safer such the these they use without,test
excellent game! the graphics are awesome and the gameplay is superb! john marston's arresting and often humorous storyline definitely makes this a game worth playing.,and are arresting awesome definitely excellent game gameplay graphics humorous john makes marston's often playing storyline superb the this worth,train
"i bought 2 of these for my 6 year old cousins. i attempted to put the first together and it was extremely difficult to put the pins in. after the first i could barely feel my fingers. it is rated as a 5b year old toy but took me, a 13 year old, 1 hour to put together and is not a toy. it is a decoration.",after and attempted barely bought but could cousins decoration difficult extremely feel fingers first for hour not old pins put rated the these together took toy was year,train
i have used this on a book at night so i don't wake my husband. this is nice for when i am crocheting with dark colors!!!,book colors crocheting dark don't for have husband nice night this used wake when with,train
"i love my jackie ohh's. these are my favorite pair of ray bans. they are not too big, and not too small, and they fit my face perfectly. i love them, and i am always getting compliments on them. i am glad that amazon has them because i can not find them anywhere else!",always amazon and anywhere are bans because big can compliments else face favorite find fit getting glad has jackie love not ohh's pair perfectly ray small that them these they too,test
"i love this product so much , and i always bring them whenever i travel which helps me a lot !! :)) fast shipping :)",always and bring fast helps lot love much product shipping them this travel whenever which,val
"i read this book 2 1/2 years ago, loved it then, still love it now! i don't remember how much detail the author gave on nootropics but it was after reading this book i began my quest to sharpen my mind and improve my overall cognitive functioning. this book is inspiring as it is factual, in my opinion. besides following the exercises clearly outlined in this book, i also began researching and eventually taking a combination of nutritional supplements called nootropics (i.e. piractem, aniracetam, etc). they were first discovered 30+ years ago and were used to treat serious medical conditions such as alzheimer's disease, parkinson's disease, and adhd. then after scientists began recommending them as cognitive enhancers to the public, they started to become a very popular brain supplement. they are a very intriguing family of supplements. my suggestion to anyone looking to improve their brain function is to look into some type of natural brain supplement, everyone is different so do your own research like i did and decide for yourself if it's a good idea. besides experimenting with a few nootropics, i've been taking ginseng and ginko for years, . they're inexpensive and effective, plain and simple. and of course if you haven't already, read this book which, for me, was my personal inspiration and the beginning of my journey to a better me; .",adhd after ago already also alzheimer's and aniracetam anyone are author become been began beginning besides better book brain but called clearly cognitive combination conditions course decide detail did different discovered disease don't effective enhancers etc eventually everyone exercises experimenting,val
"smaller than expected and could only scoop a small amount of leaves at a time. it's kinda awkward to use, actually.",actually amount and awkward could expected it's kinda leaves only scoop small smaller than time use,test
the lever started getting harder and harder to pull up and now it's totally stuck. i don't recommend it.,and don't getting harder it's lever now pull recommend started stuck the totally,train
"this is a great jacket . it is warm, water proof and packed well. it fit true to size. i recommend it .",and fit great jacket packed proof recommend size this true warm water well,train
"this is quite an eye opener. liz was this kind of lady, was she? i heard rumors, but wow. if this isn't true though, then this is one slanderous piece.",but eye heard isn't kind lady liz one opener piece quite rumors she slanderous then this though true was wow,train
"i bought this yogurt maker from an appliance store on a whim! i just suddenly loved the idea of making my own yogurt since i'm on a diet. i thought i could create my own flavors and i'm very happy with this machine. i felt like a child again playing with my play-doh set that makes clay french fries. it makes yogurt wonderfully just like store-bought yogurt!!! love it! very easy to operate, very easy to clean!",again and appliance bought child clay clean could create diet doh easy felt flavors french fries from happy i'm idea just like love loved machine maker makes making operate own play playing set since store suddenly that the this thought,train
"i was thinking of putting a security camera in my room because my brother keeps on getting my stuff and would never admit to it. yeah. such an a**. a real cctv is too expensive though and maintenance is the rest of the iceberg. then i've found this! i ""installed"" it somewhere my brother would be too lazy to climb up to and check. well, it worked! the motion activation and red light makes it look so real! my things seems intact and untouched since then. ha!",activation admit and because brother camera cctv check climb expensive found getting i've iceberg installed intact keeps lazy light look maintenance makes motion never putting real red rest room security seems since somewhere stuff such the then things thinking this,train
we have a temperpedic mattress that was handed down to us and we love it. it was getting time for a new one and we realized we could never afford a temperpedic on our budget. i looked around and found this. we decided to purchase it for a guest bed to see if it was as good a value as it seemed. after it gassed out i would say it is just as good if not better than the temperpedic mattress we have had. ive slept like a baby since we switched our old mattress into the guest room and put the new one in ours. its an amazing value!,afford after amazing and around baby bed better budget could decided down for found gassed getting good guest had handed have into its ive just like looked love mattress never new not old one our ours out purchase put realized,test
"i bought them for my son as well. he's 5 months old now. he loves them. he use the bumpy blue one as a teether. the rattle one is great for grasping, shaking and making noise.",and blue bought bumpy for grasping great he's loves making months noise now old one rattle shaking son teether the them use well,train
"great fun while swatting bugs. it does the job well and kills the bugs. everyone should have one at their home, its worth every penny.",and bugs does every everyone fun great have home its job kills one penny should swatting the their well while worth,train
"this is great for putting over my bird feeder pole. a little duct tape and your ready to go! no more soggy food as the feeders are kept dry. keeps the birds dry or shaded when they come to eat. bedside's this, it puzzles the squirrels.",and are bedside's bird birds come dry duct eat feeder feeders food for great keeps kept little more over pole putting puzzles ready shaded soggy squirrels tape the they this when your,val
super soft and boy do i mean soft these are not just for babies i use them myself and is so nice on your face and did i say soft i love them im switching to bamboo everything.,and are babies bamboo boy did everything face for just love mean myself nice not say soft super switching them these use your,val
"this eye mask is really good, better than all of the eye masks i have used previously. it is very comfortable and does not let any light in. the material used is really soft, so now i can have a comfortable good night sleep. it uses elastic straps instead of the cheap velcro, so it doesn't come off while i'm asleep. the lower part of the mask is a little bit thick and heavy, but it causes no problem, instead it prevents any light to enter from the bottom. this mask is more comfortable, more adjustable, more cheaper and blocks more light, than any other eye mask i have previously used. i actually bought this because i have to fly to europe from usa, pretty regularly for business, so sometimes i work in the day and sleep in the night, but i had another problem, jet lag won't let me sleep, so i also bought these , these pills are really good, they put me to sleep in a few minutes, they contain melatonin, which is good to fight jet lag. these pills+the eye mask, works perfectly for me. before, when i flew to europe, i felt really tired because of sleeplessness, but now with these 2 things, i never feel tired after a flight.",actually adjustable after all also and another any are asleep because before better bit blocks bottom bought business but can causes cheap cheaper come comfortable contain day does doesn't elastic enter europe eye feel felt few fight flew flight fly,train
we went to stroll around the park today and i carried this with me. it doesnt leak and is very handy. thanks,and around carried doesnt handy leak park stroll thanks the this today very went with,train
"i got the pink one ant it's wonderful. i had an otter case before and this case looks better quality yet much cheaper. snapped onto my phone easily and looks great. everything works as it should. get this, you won't regret.",and ant before better case cheaper easily everything get got great had it's looks much one onto otter phone pink quality regret should snapped the this won't wonderful works yet you,train
"i seriously can't say enough good things about this amber product. my daughter, after i put it on her, the tooth gave her no more trouble. she then cut two more at once, again very easily.",about after again amber can't cut daughter easily enough gave good her more once product put say seriously she the then things this tooth trouble two very,train
"i always like to order my water with lemon in restaurants, lime or a slice of orange. at home i also do the same thing - just squeeze a wedge of lemon or lime and drop it in the glass. sometimes it is just so hard to try and drink the recommendation amount of daily water when you are drinking it ""straight up"". now with the fruit infused water bottle by acquablend i am able to load up infuser tube with lots of fruits and just refill the bottle and enjoy flavored water all day long. i really like that this bottle is transparent and you can see what is inside. it has a wide mouth instead of a spout. as you drink you can smell the delicious aroma of the fruits from the infused chamber. the caps also seals to a leak proof seal. 100 percent bpa-free and dishwasher safe. fill it with anything you want. my favorites are grapefruit, lemons, limes, strawberries, oranges, raspberries and passion fruit seeds (crushed a little bit). you can really make you imagination go wild with this bottle. your only limits are the fruits you have in the house. overall its a great product and i am very happy with this purchase !!",100 able acquablend all also always amount and anything are aroma bit bottle bpa can caps chamber crushed daily day delicious dishwasher drink drinking drop enjoy favorites fill flavored free from fruit fruits glass grapefruit great happy hard has have,test
:/ i had high expectations of this clock but now it's just sitting in the trash. i'm thinking of picking up a http://www.amazon.vote/gp/product/b004i8whc4 in this case spend the extra money and get something nicer. i hope this review was helpful! -j,amazon and b004i8whc4 but case clock expectations extra get had helpful high hope http i'm it's just money nicer now picking product review sitting something spend the thinking this trash vote was www,train
"once upon time i was tripped over by the mop, and wounded me badly. the day i saw this holder i bought it at once. and this hold my brooms and mops tight on the wall, no longer worry about the mops would lie on the floor and trap me. one more advantage is i can keep the mops dry instead leave it on the floor wet. i would like to give 5 star for this product.",about advantage and badly bought brooms can day dry floor for give hold holder instead keep leave lie like longer mop mops more once one over product saw star the this tight time trap tripped upon wall was wet worry,train
to be honest i was a little dissappointed with this game. i bought it becuase the store had a good deal on it and i decided to give it a shot. i think this game has some glitches that should have been worked out before release. but i haven't had some of the problems other reviewers here are saying is in the game. if these glitches were worked out i'd give it five stars. i just don't think it's as bad as some people are saying.,and are bad becuase been before bought but deal decided dissappointed don't five game give glitches good had has have haven't here honest i'd it's just little other out people problems release reviewers saying shot should some stars store that,val
"i wind up using this way more than i thought i would. it glows blue at night which i don't really love but i run it for about 8-10 hours on a bottle-full of water maybe a foot away from my head and i wake up with my nasal passages clear and happy. i often wake up very dry otherwise. i know - there are big humidifiers that do the same thing, i've had them. this little guy is a pleaser. fires right up shooting mist immediately.",about and are away big blue bottle but clear don't dry fires foot for from full glows guy had happy head hours humidifiers i've immediately know little love maybe mist more nasal night often otherwise passages pleaser really right run,train
who would have thought of mac and cheese band aids. they must have known. i would buy them. great present for those who have everything.,aids and band buy cheese everything for great have known mac must present them they those thought who would,train
i ordered 2 for my 9 & 7 year old girls. i planned on having them monogrammed with their names. the zipper is locked on these. i even tried to tug with pliers - could not even break the lock? i don't know if they are crimped on the zipper pull but it will not budge. i can live with that! what i can't live with is that after 3 or 4 months these beanbags are flat as a pancake! you guessed it...... i can't add any stuffing. its been so long now i own 2 big flat ugly chairs. i gave 2 stars because the material is sturdy and so is the zipper. color was nice too! thanks,add after and any are beanbags because been big break budge but can can't chairs color could crimped don't even flat for gave girls guessed having its know live lock locked long material monogrammed months names nice not now old,test
"this is one of the best grinder i have ever tried. i just love it. my friend and i got together and had all our favorite herbs, and had fun with all of them. we added it to soups that we made and it was so good. it is so very well made and i like that it has a sifter to catch stuff and i really enjoy the magnetic top. the only issue i had was i lost the scraper that came with it, i didn't even get to use it. but awesome product. my friend is totally going to order a weneed herb grinder.",added all and awesome best but came catch didn't enjoy even ever favorite friend fun get going good got grinder had has have herb herbs issue just like lost love made magnetic one only order our product really scraper sifter,train
"good sound best quality , nice celerity, nice looking body ,,its a super awesome product, best thing is loud voice",awesome best body celerity good its looking loud nice product quality sound super thing voice,train
it took a bit of work to make it print perfectly but once it did it is great. no more problems. i also liked how i learned to change my printer to the toner save option so maybe this will print more copies.,also bit but change copies did great how learned liked make maybe more once option perfectly print printer problems save the this toner took will work,train
i bought this because i find it hard to type on the screen. but using this tools i could now text easily. great item. highly recommended.,because bought but could easily find great hard highly item now recommended screen text the this tools type using,train
i am somewhat pleased with these speakers. however there is one issue. both speaker grills showed some rust.,both grills however issue one pleased rust showed some somewhat speaker speakers there these with,train
i thought this cover was a little pricey but in fact it's worth every penny i paid for it. the material is super strong and the color matches our furniture. it also held up to our east coast winter which was one of the worst i have seen in years. now i'm logged on to buy a fire pit cover from this company. very pleassed.,also and but buy coast color company cover east every fact fire for from furniture have held i'm it's little logged matches material now one our paid penny pit pleassed pricey seen strong super the this thought very was which,train
"i have the complete collection of the original series in their untouched format thanks to an enterprising dad, but i thought that i should get the blu-ray collection as well. overall, the effects have improved and the scenes are much cleaner. on the other hand, there are the changes that happened which really annoyed me to oblivion.",and annoyed are blu but changes cleaner collection complete dad effects enterprising format get hand happened have improved much oblivion original other overall ray really scenes series should thanks that the their there thought untouched well which,val
"i just got it and used it once. it survived two plane trips and a cruise and still looks new. so far, so good! i definitely plan on buying more in the future--haven't seen better prices anywhere else yet.",and anywhere better buying cruise definitely else far future good got haven't just looks more new once plan plane prices seen still survived the trips two used yet,train
this has been a huge help for me. with this cleaning my keyboard dust is not difficult anymore. great tool.,anymore been cleaning difficult dust for great has help huge keyboard not this tool with,train
wonderfully well written and produced movie that will move you. never gets old to watch this film. tom cruise and jack nicholson....,and cruise film gets jack move movie never nicholson old produced that this tom watch well will wonderfully written you,train
"i was originally planning to purchase a sonos wireless system. however, i ended up buying the ifinity series because they are a lot cheaper. i did not regret my purchase. the sound coming from these speakers is crisp. the speaker has a tone control so you can tweak the treble. plenty of volume even for outdoors. i wish there was a wall mount included but otherwise i have no complaints whatsoever. nice product.",are because but buying can cheaper coming complaints control crisp did ended even for from has have however ifinity included lot mount nice not originally otherwise outdoors planning plenty product purchase regret series sonos sound speaker speakers system the there,train
"i previously have had great luck with this brand , owned 2 prior to this one, but this one was garbage... it did not last 1 outing and poles twisted at top where holes punched for snap clips to lock in( same gauge material used on 10 x 10 canopies poles, it should be thicker on 12 x 12). i will not purchase this brand until serious changes made in construction.",and brand but canopies changes clips construction did for garbage gauge great had have holes last lock luck made material not one outing owned poles previously prior punched purchase same serious should snap thicker this top twisted until used was,train
this is a great product. even though i'm not into games this console made me rethink that. the full immersion concept is a lot if fun. id recommends this product to anyone who might on the fence about buying it. buy it from here for their price & excellent customer service.,about anyone buy buying concept console customer even excellent fence for from full fun games great here i'm immersion into lot made might not price product recommends rethink service that the their this though who,train
they are wonderful for adding a chill to my whiskey without taking away any of the flavor. they also do not leave any type of after taste or alter the taste whatsoever to my whisky like so many other whiskey stones do.,adding after also alter any are away chill flavor for leave like many not other stones taking taste the they type whatsoever whiskey whisky without wonderful,train
"this is a great functional bag. it has pockets for everything and has a lot of room for a bag of this size. if you are looking for something small and cute, i would skip on this, but if you need a bag to carry around your goodies, then this is the way to go.",and are around bag but carry cute everything for functional goodies great has looking lot need pockets room size skip small something the then this way would you your,train
while i got these bad boys for playing on the sloops i got them in time for this last big winter storm. i tried them out while shoveling the drive. despite getting a good workout they never fogged up and fit great. i really please with these.,and bad big boys despite drive fit fogged for getting good got great last never out playing please really shoveling sloops storm the them these they this time tried while winter with workout,test
"this little makeup bag/case is to die for . i love love love it . it is the prefect size i needed for all the make i have . i love the black with pink pock a dots . it has 2 layers . the top layer i use for my little things , like lip liners , lips sticks, mascaras things like that . then the bottom layer for my bigger stuff , like foundations , blushes , eye shadows stuff like that . it works out great for my made well , great quality and very durable too . *this item was purchased *",all and bag bigger black blushes bottom case die dots durable eye for foundations great has have item layer layers like liners lip lips little love made make makeup mascaras needed out pink pock prefect purchased quality shadows size sticks,train
"great way to count burned calories, i use it with my ipod since i dont want t bring my iphone when doing runs. the price is just a little steep though considering its disposable.",bring burned calories considering count disposable doing dont great iphone ipod its just little price runs since steep the though use want way when with,test
"the photo reprints come out great, very simple to use. easy setup. i was looking for an envy printer that would be easy to use and be an ink saver but fortunately ink saver did not meet my expectations. everything else works like a charm but i was very disappointed with ink usage, it eats ink like crazy in my opinion.",and but charm come crazy did disappointed easy eats else envy everything expectations for fortunately great ink like looking meet not opinion out photo printer reprints saver setup simple that the usage use very was with works would,train
"the best hd quality arabic iptv channels, up to 650 arabic channels in hd in the usa, arabic tv receiver without dish, sham arabic iptv channels. channel switching is extremely fast.you can simply install it. .just buy it and start enjoying your favorite arabic channel .highly recommended",650 and arabic best buy can channel channels dish enjoying extremely fast favorite highly install iptv just quality receiver recommended sham simply start switching the usa without you your,train
"i have the bag in large and i am very happy with it. it's a lot bigger than what i actually need, but it's great having that extra space. the straps are very comfortable and the bag's pockets are very intuitively designed. although i'm not a hardcore bag messenger, i still find this bag very useful for normal, everyday situations.",actually although and are bag bag's bigger but comfortable designed everyday extra find for great happy hardcore have having i'm intuitively it's large lot messenger need normal not pockets situations space still straps than that the this useful very what,train
these almonds is a healthy snack and a very reasonably priced. just adequate amount of salt. super happy with the purchase and will order more.,adequate almonds amount and happy healthy just more order priced purchase reasonably salt snack super the these very will with,train
"way too much in your face humor, what ever happened to the more subtle humor in movies? only fun part is how true it is to many politicians.",ever face fun happened how humor many more movies much only part politicians subtle the too true way what your,train
i love having organic nutmeg around for the holiday season. it can be used to add just a little extra flavor to a variety of seasonal drinks.,add around can drinks extra flavor for having holiday just little love nutmeg organic season seasonal the used variety,train
"thanks i enjoy doing business with you all,keep up the good work.the iitem was in good shap, every thing was on time",all business doing enjoy every good iitem keep shap thanks the thing time was with work you,train
"first make sure you pick up a http://www.amzn.gift/gp/product/b00cd8aft8 it'll help a lot. seriously, you pay this much for a laptop. either that or get something like a http://www.amzn.gift/gp/product/b00eebs9o0 cons: *there is a lot of flex in the screen directly in front of the keyboard. very scary to grab anywhere on near the screen with any force. *the touchpad can be frustrating. it can't be used with games at all. right click is near impossible sometimes. this is probably the worst thing about the computer to be honest. i am getting used to it, but really there isn't a way around this thing if you use it in your lap like i do. * no touchscreen. it would be better with one, but it's not really necessary. *windows 8. this is probably just personal preference because it's totally usable, but i don't use the windows 8 homescreen in the least. i stay on desktop and that's it. *when i received the laptop, the top part of the screen was separated but clicked right together. no big deal. *i have noticed some scaling issues. google chrome does not scale whatsoever with the 1080p screen, so everything is very small on the screen. this is easily fixed by using firefox, which scales perfectly. i'm not really tech-savvy enough to know why it does this (without googling...). haven't had many more scaling issues other than with chrome. *all of the ports are on the right side. someone may have an issue with this, but i don't. *the charger is a little difficult to plug in. pros: *awesome display! 1080p is really beautiful on the matte screen. works well in the sunlight as well as indoors and in the dark. *killer keyboard. i came from an older toshiba satellite, and i thought it had a good keyboard. http://www.amzn.gift/gp/product/b00sxx975k nope, this is what good is. the keys are perfectly spaced, backlit in red, no spacebar issues like i had read on other reviews. the keyboard is probably one of my favorite aspects about this computer. *graphics card is good. i can't playskyrim at ultra high quality with no lag whatsoever but it's good. *huge amount of space in the hard drive. i really don't know how i'll ever use near that much. *the case is beautiful. *huge touchpad *3 usb ports *the speakers are really great. i could actually sit and watch a movie on this, or play any game clearly in a crowded room if needed. *wi-fi works, i have had no issues at all connecting or having slow speeds. *super thin and lightweight *earlier windows software can be easily used on windows 8 if needed. in the end this is a great purchase: http://www.amzn.gift/gp/product/b00r45ugbc i hope this review was helpful!",1080p about actually all amount amzn and any anywhere are around aspects awesome b00cd8aft8 b00eebs9o0 b00r45ugbc b00sxx975k backlit beautiful because better big but came can can't card case charger chrome clearly click clicked computer connecting cons could crowded dark deal,train
"i bought these to replace the laces that came with a pair of 5-hole mountain boots, i am happy with them, they are nice and chunky and seem of high quality. but i hope that they cost less.",and are boots bought but came chunky cost happy high hole hope laces less mountain nice pair quality replace seem that the them these they with,test
"the all new longevity tigweld 200sx has made my welding experience much refined and effective. it is portable and has got a feature of digital display for better functioning. the 110v and 220v operation makes it capable for welding 6013, 7018 and other electrodes for stick welding. this is a very smart and light weight machine which is also able to weld aluminum in ac mode. it is featured with a high frequency foot pedal for a better control and perfect operation. to me it is the best machine that i could get for the performance that i need from a welding machine.",110v 200sx 220v 6013 7018 able all also aluminum and best better capable control could digital display effective electrodes experience feature featured foot for frequency from functioning get got has high light longevity machine made makes mode much need new,train
"very nice product! this card holders are high quality and durable. the price is extremely ,reasonable good card holders.",and are card durable extremely good high holders nice price product quality reasonable the this very,train
"proper serving for most kids. most kids get enough water/juice from 1 cup full at a time.highly recommended for any parent, day care owner.",any care cup day enough for from full get highly juice kids most owner parent proper recommended serving time water,train
"i buy this stuff whole bean all the time. makes very strong coffee. i love it. if you like strong, this is one for you.",all bean buy coffee for like love makes one strong stuff the this time very whole you,train
absolutely gorgeous. excellent quality. everyone loved it. and thanks because i now know what to get everyone for their bday/xmas gift :),absolutely and bday because everyone excellent for get gift gorgeous know loved now quality thanks their what xmas,train
"since it's a reaction free ratchet, there is no vibration shocks. it's very easy to use, even it tight areas. i love using the high-torque wrench, it's definitely worth the price!",areas definitely easy even free high it's love price ratchet reaction shocks since the there tight torque use using very vibration worth wrench,train
"i honestly like this phone, in particular this one because it has caller id so whoever calls you their number will appear in your phone even if you don't have them as a contact, so basically is will tell you whoever is calling you, only blocked numbers will appear like always. i also like this phone because the numbers are pretty big and the reason why i like it is because in my house there is my grandma and she can't really see normal size numbers with naked eye, with all the other phones we had she had to use her glasses all the time because she is constantly calling family and friends because she has nothing to do. now she doesn't need her glasses every time she is going to call someone, and other thing i like about them is that the base is pretty simple and is not that confusing like other house phones do. i would recommend it to everyone!",about all also always and appear are base basically because big blocked call caller calling calls can't confusing constantly contact doesn't don't even every everyone eye family friends glasses going grandma had has have her honestly house like naked need,val
lookin gud when i got it from da mail smelled funky worked aite then it bumped da ground and did not want to speak to me anymore... was an alright headset til it stopped talkin to me...,aite alright and anymore bumped did from funky got ground gud headset lookin mail not smelled speak stopped talkin then til want was when worked,train
the only reason we got it was because it came free with the tablet. it is really thin material and says version on the flap. if you are thinking of paying money for it i suggest you save your money,and are because came flap for free got material money only paying really reason save says suggest tablet the thin thinking version was with you your,train
"i enjoy taking a nap when i get home from work. this product not only helps me sleep better, but does so in a way that wont ruin my makeup. the shape of the eyes makes it so that it doesn't even touch your eyelids, so your eye make-up will survive the nap. my only issue with the mask is that light seeps in a bit around the nose.",around better bit but does doesn't enjoy even eye eyelids eyes from get helps home issue light make makes makeup mask nap nose not only product ruin seeps shape sleep survive taking that the this touch way when will with,test
